id,carat,cut,color,clarity,depth,table,price,x,y,z
15787,1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14
4782,0.74,Ideal,F,VS1,62.0,54.0,3694,5.85,5.81,3.62
41600,0.3,Good,I,SI1,64.1,57.0,391,4.25,4.3,2.74
21788,1.1,Ideal,G,VVS2,61.0,56.0,9856,6.69,6.73,4.09
18329,1.07,Very Good,G,VVS2,61.6,57.0,7457,6.55,6.59,4.05
46441,0.6,Very Good,F,VS2,62.1,57.0,1772,5.37,5.39,3.34
38141,0.3,Ideal,G,VVS1,62.6,54.0,1013,4.28,4.25,2.67
16228,1.01,Premium,E,VS2,62.4,60.0,6488,6.39,6.43,4.0
7634,1.11,Premium,J,VS2,62.6,59.0,4265,6.6,6.56,4.12
3847,0.84,Ideal,I,VS2,61.7,55.0,3475,6.07,6.11,3.76
270,0.7,Ideal,F,VS1,62.2,56.0,2792,5.73,5.68,3.55
9003,1.01,Ideal,H,SI1,62.6,55.0,4513,6.42,6.36,4.0
48721,0.52,Premium,G,VVS2,61.5,62.0,2012,5.17,5.14,3.17
8934,1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93
14234,1.07,Ideal,D,SI1,61.8,55.0,5767,6.54,6.59,4.06
16906,1.18,Ideal,I,VVS1,62.6,54.0,6750,6.74,6.78,4.23
22140,1.21,Ideal,F,VS2,61.5,54.0,10177,6.88,6.89,4.24
26004,1.02,Premium,D,IF,61.5,60.0,15231,6.45,6.52,3.99
22624,1.63,Ideal,G,SI2,62.6,53.0,10680,7.55,7.49,4.71
17405,1.56,Premium,F,SI2,63.0,58.0,6971,7.35,7.28,4.66
9264,1.01,Fair,F,SI1,65.9,60.0,4561,6.25,6.17,4.09
35438,0.32,Ideal,E,VS2,61.5,55.0,900,4.43,4.38,2.71
18226,1.04,Good,F,VS1,63.2,57.0,7399,6.41,6.44,4.06
17829,1.31,Very Good,H,SI1,60.3,58.0,7189,7.02,7.1,4.26
24934,2.01,Premium,H,SI1,60.6,59.0,13387,8.23,8.17,4.97
2875,1.0,Premium,J,SI1,62.0,62.0,3276,6.27,6.22,3.87
51308,0.31,Very Good,G,VS2,59.0,60.0,544,4.37,4.41,2.59
674,0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
11161,1.02,Good,D,SI1,56.9,62.0,4948,6.64,6.69,3.79
34602,0.27,Very Good,E,VS1,60.4,59.0,470,4.18,4.2,2.53
17864,1.5,Good,I,SI1,64.2,56.0,7207,7.25,7.14,4.62
20447,1.51,Ideal,G,SI2,60.5,55.0,8794,7.4,7.36,4.46
35752,0.3,Ideal,D,VS2,62.9,56.0,911,4.28,4.24,2.68
1359,0.9,Good,F,SI2,64.2,62.0,2964,6.08,6.0,3.88
32532,0.35,Very Good,H,VVS1,61.2,60.0,798,4.5,4.55,2.77
34333,0.3,Very Good,E,VVS1,62.1,57.0,862,4.27,4.3,2.66
46070,0.46,Ideal,E,VVS2,62.6,55.0,1736,4.95,4.92,3.09
4807,0.9,Good,F,SI1,58.0,58.0,3699,6.24,6.28,3.63
882,0.9,Premium,J,SI1,61.8,58.0,2873,6.16,6.13,3.8
9438,1.0,Good,H,VVS2,59.5,64.0,4592,6.44,6.41,3.82
30232,0.33,Ideal,E,VS2,62.3,57.0,723,4.4,4.43,2.75
23700,1.01,Ideal,D,VVS1,62.5,55.0,11767,6.44,6.39,4.01
22280,1.09,Ideal,E,VVS2,60.9,56.0,10333,6.66,6.7,4.07
15300,1.29,Premium,I,SI1,62.2,58.0,6140,7.03,6.96,4.35
668,0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43
26682,0.3,Very Good,J,VS1,61.1,61.0,427,4.33,4.38,2.66
23799,1.51,Ideal,H,VS1,60.8,57.0,11856,7.43,7.46,4.53
44482,0.5,Good,H,VVS1,63.3,57.0,1596,5.02,5.06,3.19
8239,1.32,Premium,G,SI2,59.2,61.0,4373,7.21,7.14,4.25
43500,0.47,Very Good,D,VS1,59.5,61.0,1422,5.06,5.03,3.02
2590,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58
14775,1.01,Premium,G,VS2,61.8,59.0,5946,6.45,6.4,3.97
18499,1.51,Fair,H,VS2,64.9,53.0,7534,7.28,7.24,4.71
47991,0.32,Good,F,SI1,63.2,55.0,533,4.37,4.4,2.77
51423,0.57,Ideal,E,VVS2,62.5,54.0,2372,5.35,5.28,3.32
48287,0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
42712,0.56,Very Good,G,SI1,58.8,59.0,1340,5.38,5.4,3.17
50988,0.31,Ideal,G,VS2,62.7,57.0,544,4.31,4.34,2.71
26836,2.01,Premium,G,SI2,59.0,60.0,16733,8.31,8.26,4.89
35509,0.41,Premium,E,SI1,62.8,58.0,904,4.77,4.72,2.98
16033,0.3,Premium,I,VS1,62.0,58.0,608,4.3,4.25,2.65
24932,1.5,Very Good,G,VS1,62.4,57.0,13379,7.24,7.31,4.54
47177,0.51,Ideal,F,VS1,61.9,56.0,1836,5.17,5.11,3.18
24840,1.5,Very Good,G,VS2,63.5,54.0,13239,7.26,7.22,4.6
28460,0.32,Very Good,G,VVS2,61.5,54.0,672,4.4,4.42,2.71
8683,1.1,Good,G,SI2,60.5,61.0,4457,6.69,6.74,4.06
25534,1.5,Premium,F,VS2,61.0,58.0,14352,7.37,7.31,4.48
4815,0.71,Ideal,F,VS1,61.0,56.0,3701,5.77,5.8,3.53
5567,0.9,Good,G,VS2,63.9,61.0,3859,5.97,6.01,3.83
27305,2.03,Premium,F,SI1,61.3,59.0,17803,8.15,8.22,5.02
1617,0.71,Very Good,F,VS1,62.1,53.0,3013,5.7,5.77,3.56
34982,0.34,Ideal,F,VS2,62.6,54.0,880,4.48,4.46,2.8
33739,0.38,Very Good,G,VS1,63.5,59.0,840,4.58,4.61,2.92
24111,1.5,Ideal,E,SI1,60.4,59.0,12265,7.38,7.43,4.47
6868,0.91,Premium,H,VS2,61.9,59.0,4128,6.23,6.18,3.84
10180,1.22,Premium,I,SI2,61.5,61.0,4735,6.89,6.83,4.22
16818,1.08,Good,G,VS2,58.9,58.0,6708,6.69,6.75,3.96
12495,1.2,Very Good,J,VS1,63.6,59.0,5257,6.67,6.72,4.26
39253,0.42,Ideal,F,VVS2,61.6,55.0,1069,4.84,4.87,2.99
32579,0.36,Ideal,E,VS2,61.5,56.2,801,4.56,4.6,2.82
33232,0.39,Premium,F,SI1,60.1,59.0,823,4.77,4.74,2.86
47883,0.6,Very Good,G,VS1,61.6,56.0,1912,5.4,5.44,3.34
35539,0.38,Very Good,F,VS2,61.9,54.8,906,4.63,4.69,2.89
12780,1.0,Good,E,SI1,58.2,61.0,5330,6.53,6.57,3.81
47354,0.5,Premium,D,VS2,62.8,58.0,1845,5.07,5.03,3.17
42341,0.43,Ideal,H,VVS1,61.5,56.0,1298,4.86,4.89,3.0
41871,0.38,Premium,F,VVS1,61.6,58.0,1257,4.66,4.63,2.86
24104,2.01,Very Good,J,SI1,59.3,62.0,12257,8.15,8.2,4.85
7143,1.2,Premium,J,SI2,61.8,56.0,4177,6.85,6.81,4.22
25897,1.51,Ideal,E,VS2,61.2,57.0,15025,7.47,7.37,4.54
17062,0.32,Premium,G,SI1,60.9,56.0,612,4.45,4.41,2.7
52248,0.7,Ideal,I,VVS2,61.6,56.5,2487,5.65,5.72,3.51
4559,0.9,Ideal,H,SI1,61.5,57.0,3644,6.17,6.23,3.81
20070,0.31,Ideal,G,VS1,62.1,55.0,625,4.33,4.36,2.7
27263,2.01,Ideal,E,SI2,62.2,57.0,17688,8.04,8.09,5.02
37859,0.44,Ideal,E,VS2,62.4,57.0,1003,4.88,4.9,3.05
31253,0.46,Ideal,F,SI2,61.5,54.0,758,4.98,5.01,3.07
19303,1.15,Premium,F,VS1,62.7,58.0,8018,6.72,6.67,4.2
31337,0.44,Premium,H,SI2,58.4,60.0,759,5.05,4.99,2.93
6698,0.31,Good,I,SI1,63.8,55.0,408,4.31,4.34,2.76
3445,0.9,Very Good,H,SI1,63.4,58.0,3387,6.16,6.11,3.89
21293,1.21,Premium,F,VS1,60.1,58.0,9448,6.98,6.89,4.17
25237,1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59
7668,0.83,Ideal,E,VS2,61.3,56.0,4271,6.06,6.08,3.72
50748,0.58,Premium,E,VS1,62.2,58.0,2297,5.35,5.3,3.31
26727,0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7
20597,1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17
33943,0.31,Ideal,H,SI1,61.1,57.0,464,4.38,4.42,2.69
17407,1.21,Very Good,H,VS1,63.4,55.0,6973,6.76,6.81,4.3
34167,0.33,Ideal,G,VS1,61.9,56.0,854,4.48,4.44,2.76
35363,0.38,Ideal,H,VS2,62.8,55.0,898,4.66,4.64,2.92
31501,0.34,Ideal,G,VS2,62.2,53.0,765,4.51,4.46,2.79
41878,0.5,Fair,G,VS1,67.6,56.0,1257,5.02,4.89,3.35
5345,0.74,Ideal,D,VS1,61.3,57.0,3812,5.8,5.84,3.57
4126,0.64,Very Good,E,VVS2,61.8,59.0,3541,5.51,5.53,3.41
36957,0.27,Ideal,H,VS1,61.6,56.0,480,4.16,4.19,2.57
42454,0.5,Ideal,E,SI1,61.6,57.0,1316,5.09,5.13,3.15
15401,1.02,Premium,G,VS2,62.7,58.0,6169,6.45,6.4,4.03
25332,1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08
48297,0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23
30176,0.38,Ideal,H,VS1,61.1,55.0,721,4.68,4.72,2.87
373,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61
46108,0.58,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3
10512,0.63,Very Good,D,IF,59.6,59.0,4800,5.55,5.59,3.32
5223,1.01,Premium,I,SI1,62.8,58.0,3782,6.4,6.34,4.0
51646,0.31,Ideal,I,VVS2,61.6,57.0,544,4.35,4.39,2.69
33643,0.38,Premium,H,VVS2,62.0,58.0,833,4.62,4.64,2.87
8824,1.16,Ideal,I,SI2,62.6,56.0,4478,6.68,6.73,4.2
34326,0.39,Premium,E,SI1,59.1,59.0,860,4.81,4.76,2.83
25602,1.58,Premium,E,VS2,60.1,60.0,14453,7.53,7.54,4.53
27767,0.32,Premium,H,VS2,60.7,60.0,648,4.41,4.39,2.67
49910,0.71,Premium,G,SI1,58.9,62.0,2181,5.85,5.79,3.43
23694,2.02,Very Good,J,SI2,62.4,55.0,11757,8.05,8.11,5.04
35131,0.45,Ideal,H,VS1,62.0,54.0,888,4.92,4.95,3.06
27903,0.32,Very Good,E,VS2,61.3,57.0,656,4.38,4.41,2.69
38227,0.4,Ideal,H,VVS1,61.4,57.0,1017,4.74,4.81,2.93
21885,1.22,Ideal,G,VS2,60.1,57.0,9954,6.96,7.01,4.2
29347,0.31,Ideal,G,VS2,61.7,55.0,698,4.37,4.35,2.69
33484,0.32,Premium,F,VS2,61.1,58.0,828,4.42,4.39,2.69
48075,0.7,Good,E,SI2,63.9,59.0,1929,5.68,5.56,3.59
7003,1.0,Good,D,SI1,57.6,62.0,4155,6.62,6.5,3.78
39301,0.38,Premium,E,VS1,60.7,59.0,1069,4.7,4.65,2.84
39415,0.41,Ideal,F,VS1,62.3,55.0,1076,4.79,4.77,2.98
46680,0.99,Fair,J,I1,73.6,60.0,1789,6.01,5.8,4.35
42907,0.39,Premium,E,VVS1,60.7,58.0,1362,4.73,4.69,2.86
12274,0.92,Very Good,E,VS1,61.3,57.0,5210,6.22,6.27,3.83
26405,2.4,Premium,J,SI1,59.7,58.0,15920,8.75,8.71,5.21
43999,0.3,Premium,I,SI1,60.9,59.0,394,4.34,4.36,2.65
23688,1.51,Good,G,VS2,64.2,54.0,11746,7.27,7.18,4.64
49298,0.39,Ideal,J,SI1,62.6,53.0,539,4.68,4.71,2.94
798,0.7,Very Good,E,VS2,58.7,63.0,2862,5.73,5.69,3.35
39511,0.32,Ideal,E,VVS2,62.3,56.0,1080,4.4,4.37,2.73
23434,1.62,Very Good,H,VS2,59.6,59.0,11427,7.59,7.67,4.55
30340,0.34,Ideal,F,SI1,63.0,54.0,727,4.5,4.48,2.83
7820,1.0,Very Good,G,SI1,63.1,56.0,4295,6.41,6.31,4.01
17633,1.63,Ideal,F,I1,62.0,55.1,7100,7.5,7.57,4.68
1560,0.61,Ideal,E,VS1,61.3,54.0,3004,5.53,5.5,3.38
53622,0.35,Premium,I,VS1,61.1,60.0,552,4.52,4.58,2.78
4272,0.71,Good,G,IF,57.8,62.0,3583,5.82,5.95,3.4
31361,0.43,Ideal,E,SI1,62.6,56.0,760,4.79,4.82,3.01
46210,0.51,Good,G,VVS2,63.5,56.0,1750,5.07,5.11,3.23
53001,0.7,Ideal,F,SI1,61.4,57.0,2596,5.69,5.67,3.49
28810,0.3,Good,F,VVS1,61.1,61.0,682,4.29,4.32,2.63
34827,0.3,Ideal,H,VVS1,62.4,53.0,878,4.31,4.28,2.68
19846,1.08,Ideal,F,VS1,61.4,55.0,8405,6.61,6.69,4.08
51538,0.71,Premium,G,SI1,61.2,61.0,2386,5.71,5.66,3.48
13871,1.11,Ideal,D,SI2,61.6,55.0,5648,6.66,6.62,4.09
44359,0.56,Very Good,I,VVS1,62.4,56.0,1580,5.24,5.28,3.28
15672,1.04,Ideal,G,VS2,62.0,59.0,6286,6.43,6.5,4.01
47821,0.7,Very Good,J,VS1,60.9,58.0,1904,5.66,5.73,3.47
19805,1.73,Good,E,I1,63.6,59.0,8370,7.6,7.56,4.82
51194,0.7,Premium,E,SI1,60.1,58.0,2349,5.81,5.83,3.5
31228,0.32,Ideal,D,SI1,62.7,57.0,756,4.37,4.34,2.73
43222,0.4,Premium,G,IF,59.8,58.0,1397,4.85,4.79,2.88
13647,1.17,Very Good,H,VS2,59.6,59.0,5585,6.84,6.88,4.09
37807,0.34,Ideal,E,VVS1,61.8,57.0,1001,4.47,4.5,2.77
33958,0.23,Very Good,F,VVS1,60.1,57.0,465,4.0,4.02,2.41
18411,1.5,Very Good,H,VS2,63.2,58.0,7484,7.26,7.21,4.57
23866,1.55,Very Good,F,SI1,63.1,56.0,11957,7.4,7.38,4.66
20633,1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38
24147,1.05,Ideal,F,VVS1,59.0,60.0,12315,6.62,6.67,3.92
21987,1.11,Ideal,G,IF,61.2,54.0,10053,6.71,6.73,4.11
3979,0.91,Premium,D,SI2,58.3,60.0,3511,6.4,6.33,3.71
6955,1.0,Premium,H,SI1,61.7,59.0,4144,6.41,6.36,3.94
32633,0.31,Very Good,F,SI1,58.8,59.0,459,4.44,4.5,2.63
28543,0.3,Good,E,SI1,63.7,59.0,675,4.27,4.21,2.7
35976,0.42,Very Good,F,VS1,59.8,57.0,921,4.85,4.89,2.91
48524,0.54,Ideal,G,VVS2,61.8,56.0,1985,5.23,5.25,3.24
5217,1.5,Premium,D,I1,62.4,60.0,3780,7.37,7.19,4.54
9944,1.01,Ideal,H,SI2,62.4,57.0,4693,6.36,6.43,3.99
31000,0.36,Ideal,E,VS1,61.4,56.0,747,4.59,4.63,2.83
15817,1.18,Ideal,E,SI2,60.9,57.0,6328,6.86,6.89,4.19
49989,0.7,Very Good,F,SI1,63.7,55.0,2192,5.62,5.69,3.6
29972,0.32,Ideal,D,SI1,62.1,54.0,715,4.4,4.45,2.75
43710,0.59,Premium,G,SI1,60.5,59.0,1437,5.44,5.41,3.28
12477,1.33,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17
12308,1.13,Premium,E,SI2,60.4,59.0,5220,6.7,6.75,4.06
6102,0.91,Premium,G,SI1,61.8,60.0,3975,6.21,6.18,3.83
301,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62
23402,1.31,Premium,G,VVS2,62.7,59.0,11389,6.96,6.92,4.35
38951,0.31,Good,H,VS2,63.1,58.0,489,4.27,4.32,2.71
47117,0.79,Very Good,J,SI1,58.8,62.0,1828,6.01,6.03,3.54
18624,1.28,Ideal,G,SI1,62.2,56.0,7598,6.96,6.9,4.31
39724,0.5,Good,E,SI1,63.7,59.0,1090,5.07,5.01,3.21
43989,0.31,Premium,F,I1,62.9,59.0,394,4.33,4.29,2.71
9820,1.01,Premium,G,SI1,61.2,61.0,4672,6.47,6.41,3.94
13942,1.22,Premium,H,SI2,60.7,59.0,5671,6.91,6.87,4.18
12843,1.06,Ideal,F,SI2,61.8,56.0,5354,6.56,6.51,4.04
30808,0.3,Fair,F,VVS2,65.5,61.0,743,4.19,4.15,2.73
38104,0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.55,2.8
11997,1.13,Very Good,E,SI2,63.4,59.0,5147,6.53,6.59,4.16
26684,0.33,Ideal,E,SI2,62.2,54.0,427,4.44,4.46,2.77
24625,1.28,Ideal,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32
34488,0.43,Premium,G,VS2,61.2,58.0,867,4.84,4.9,2.98
51425,0.71,Fair,D,SI1,66.3,56.0,2372,5.61,5.49,3.68
11880,1.21,Very Good,I,SI2,62.0,56.0,5111,6.79,6.86,4.23
43740,0.51,Ideal,E,SI1,59.6,57.0,1438,5.2,5.24,3.11
8814,1.02,Very Good,H,SI1,60.3,59.0,4476,6.44,6.5,3.9
38465,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78
23043,1.3,Ideal,G,VVS2,62.0,57.0,11073,6.96,7.03,4.34
1424,0.91,Fair,F,SI1,64.9,57.0,2971,6.13,6.08,3.96
30592,0.31,Ideal,D,VS2,62.1,56.0,734,4.34,4.35,2.7
36427,0.31,Ideal,D,VS2,61.2,55.0,942,4.39,4.37,2.68
41811,0.54,Good,E,SI2,63.8,54.0,1250,5.18,5.17,3.3
16511,1.53,Very Good,H,SI2,60.6,63.0,6597,7.43,7.38,4.49
37689,0.43,Ideal,D,SI1,62.5,55.0,993,4.83,4.8,3.01
11446,1.01,Premium,G,SI1,61.5,59.0,5006,6.48,6.43,3.97
53799,0.72,Ideal,D,SI1,61.6,55.0,2731,5.75,5.8,3.56
24962,1.71,Very Good,H,VS2,62.6,59.0,13445,7.54,7.58,4.73
23381,0.36,Premium,H,VS1,60.5,59.0,631,4.6,4.63,2.79
8746,1.14,Premium,H,SI1,62.1,59.0,4463,6.73,6.61,4.14
52065,0.73,Ideal,I,VS2,61.7,55.0,2453,5.79,5.82,3.58
28052,0.38,Ideal,H,VS2,62.4,56.0,660,4.62,4.65,2.89
31176,0.35,Ideal,H,VVS1,62.0,55.0,756,4.52,4.54,2.81
29357,0.31,Very Good,G,VS2,63.1,58.0,698,4.35,4.3,2.73
40953,0.42,Ideal,D,VS1,61.5,54.0,1179,4.79,4.84,2.96
35966,0.25,Good,E,VVS2,64.9,58.0,476,3.95,3.97,2.57
32140,0.31,Good,H,VVS1,63.7,56.0,786,4.33,4.3,2.75
30468,0.31,Very Good,D,SI1,63.1,57.0,732,4.32,4.3,2.72
46339,0.58,Ideal,E,SI1,61.5,55.0,1758,5.39,5.34,3.3
7448,1.07,Good,F,SI2,58.7,64.0,4232,6.64,6.68,3.91
9379,0.32,Ideal,D,SI1,62.0,57.0,589,4.38,4.42,2.73
52138,0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
46790,0.46,Good,F,IF,57.5,58.0,1806,5.12,5.18,2.96
4837,0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71
14211,1.01,Very Good,E,VS2,59.3,59.0,5760,6.5,6.56,3.87
3088,0.74,Ideal,E,VS2,61.7,56.0,3315,5.86,5.81,3.6
36121,0.36,Ideal,E,VVS2,61.8,54.0,928,4.6,4.62,2.85
20526,1.6,Premium,I,SI1,62.1,58.0,8852,7.51,7.47,4.65
20129,1.04,Ideal,G,VVS2,62.5,55.0,8590,6.53,6.47,4.06
5204,1.04,Premium,D,SI2,58.3,58.0,3780,6.67,6.63,3.88
24552,1.52,Ideal,G,VS2,61.1,57.0,12840,7.39,7.45,4.53
41184,0.4,Ideal,D,VS1,62.9,56.0,1200,4.71,4.67,2.95
44498,0.51,Ideal,G,VS1,61.4,54.0,1599,5.15,5.18,3.17
30552,0.31,Premium,E,VS1,60.0,59.0,734,4.38,4.42,2.64
16102,1.24,Very Good,G,SI1,61.8,59.0,6438,6.85,6.88,4.24
7871,0.9,Good,G,VS2,63.7,60.0,4309,6.02,5.98,3.82
22867,1.16,Ideal,D,VS2,61.8,55.0,10907,6.72,6.75,4.16
26776,2.07,Ideal,J,VVS2,62.7,54.0,16617,8.12,8.17,5.11
38221,0.43,Premium,F,SI1,60.6,59.0,1016,4.87,4.84,2.94
8999,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
53146,0.75,Premium,G,SI1,59.1,59.0,2622,5.98,5.9,3.51
12649,1.01,Very Good,G,VS1,63.1,59.0,5294,6.32,6.23,3.96
50156,0.54,Ideal,F,VVS2,61.2,55.0,2216,5.25,5.27,3.22
4768,0.71,Good,D,VS1,64.2,58.0,3690,5.65,5.6,3.61
17589,1.14,Premium,G,VS2,61.4,60.0,7079,6.71,6.68,4.11
19089,1.53,Very Good,H,SI1,63.1,56.0,7862,7.32,7.27,4.6
45087,0.52,Ideal,E,VS2,61.3,54.0,1646,5.21,5.2,3.19
20103,1.9,Fair,H,SI2,67.1,64.0,8576,7.57,7.52,5.06
26423,2.21,Ideal,G,SI2,60.1,60.0,15948,8.47,8.53,5.11
49927,0.7,Premium,H,SI2,60.2,61.0,2184,5.76,5.66,3.44
22459,2.0,Fair,I,SI2,65.2,59.0,10483,7.74,7.69,5.03
39655,0.42,Premium,H,VS1,61.2,60.0,1087,4.84,4.77,2.94
14318,1.35,Premium,G,SI1,62.4,58.0,5799,7.07,6.97,4.38
26495,2.24,Premium,I,SI2,62.5,59.0,16097,8.36,8.28,5.2
21172,1.2,Very Good,F,VS2,62.9,57.0,9331,6.78,6.71,4.24
32520,0.35,Ideal,G,VVS2,61.0,57.0,798,4.54,4.58,2.78
8145,1.01,Premium,H,SI2,61.3,59.0,4355,6.47,6.41,3.95
49094,0.62,Ideal,D,SI1,62.2,55.0,2062,5.51,5.45,3.41
3727,0.3,Good,D,VS2,63.1,58.0,568,4.26,4.3,2.7
652,0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
25696,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
40487,0.5,Fair,E,SI2,65.2,57.0,1141,4.96,4.91,3.22
53073,0.71,Ideal,D,SI2,61.3,57.0,2610,5.71,5.78,3.52
48988,0.36,Ideal,H,SI1,61.6,56.0,538,4.6,4.62,2.84
20404,1.2,Very Good,E,VS2,60.7,59.0,8769,6.79,6.86,4.14
4675,0.78,Very Good,D,VS2,59.8,60.0,3672,5.97,6.03,3.59
7797,1.04,Ideal,H,SI2,61.1,56.0,4290,6.6,6.66,4.05
49065,0.7,Very Good,F,SI1,58.4,63.0,2058,5.77,5.84,3.39
9971,1.0,Good,H,SI1,63.7,60.0,4702,6.3,6.33,4.02
30099,0.32,Ideal,H,VS1,63.0,55.0,720,4.42,4.4,2.78
34357,0.3,Very Good,D,VS1,62.0,55.0,863,4.31,4.35,2.68
5451,0.95,Premium,G,SI2,59.7,61.0,3830,6.35,6.27,3.77
46358,0.58,Ideal,G,VS2,61.2,56.0,1760,5.37,5.41,3.3
37699,0.48,Fair,F,SI1,56.4,59.0,994,5.28,5.26,2.97
52053,0.72,Ideal,I,VVS2,61.2,59.0,2452,5.75,5.79,3.53
51073,0.7,Premium,F,SI1,62.5,59.0,2333,5.65,5.67,3.54
38757,0.53,Very Good,H,SI2,61.4,57.0,1046,5.21,5.25,3.21
39348,0.46,Ideal,I,VS2,62.2,56.0,1073,4.96,4.9,3.07
5425,0.92,Very Good,D,SI2,63.3,59.0,3823,6.18,6.12,3.89
39913,0.4,Ideal,G,VS1,62.9,55.0,1104,4.76,4.71,2.98
17144,1.01,Good,E,VS2,63.9,59.0,6843,6.31,6.34,4.04
9506,1.2,Premium,J,VS2,61.8,59.0,4611,6.84,6.76,4.2
42726,0.43,Ideal,G,IF,61.6,57.0,1341,4.84,4.81,2.97
17981,1.7,Ideal,H,SI2,62.1,57.0,7273,7.68,7.63,4.75
3466,0.91,Premium,G,SI1,58.0,59.0,3392,6.45,6.38,3.72
36317,0.32,Premium,G,VVS2,60.2,60.0,936,4.45,4.42,2.67
23571,2.18,Premium,H,SI2,62.3,59.0,11579,8.37,8.26,5.18
53521,0.72,Ideal,E,SI1,62.1,54.0,2688,5.76,5.8,3.59
49452,0.7,Ideal,I,VS2,61.1,57.0,2111,5.7,5.75,3.5
16816,1.1,Very Good,F,VS2,62.0,59.0,6708,6.56,6.6,4.08
43671,0.5,Very Good,F,VS2,62.9,57.0,1436,5.06,5.11,3.2
33804,0.4,Premium,F,VS2,61.0,58.0,842,4.72,4.79,2.9
39998,0.41,Premium,F,VS2,61.6,59.0,1107,4.77,4.74,2.93
10056,0.27,Very Good,F,VVS1,62.0,55.0,591,4.16,4.16,2.59
35536,0.34,Premium,F,VS1,60.0,59.0,905,4.59,4.55,2.74
5230,1.02,Good,I,SI2,63.6,56.0,3786,6.37,6.4,4.06
6650,0.9,Premium,E,SI1,59.8,58.0,4092,6.26,6.21,3.73
18111,1.25,Premium,H,VS1,62.7,59.0,7328,6.82,6.86,4.29
3731,0.36,Very Good,I,VS1,60.9,61.0,568,4.58,4.61,2.8
22645,1.5,Ideal,H,VS2,62.2,57.0,10692,7.27,7.33,4.54
50731,0.72,Ideal,G,SI2,62.6,52.0,2295,5.74,5.77,3.6
37777,0.41,Premium,H,VVS2,59.8,60.0,999,4.86,4.79,2.88
49691,0.51,Ideal,D,VVS2,62.0,55.0,2145,5.13,5.16,3.19
44827,0.53,Good,F,VS1,61.8,62.8,1624,5.13,5.16,3.18
11726,0.34,Good,G,VS2,63.1,57.0,596,4.43,4.47,2.81
17460,1.01,Good,F,VVS2,65.9,54.0,7001,6.18,6.27,4.1
402,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67
19903,1.06,Ideal,G,VS1,62.3,55.0,8451,6.5,6.53,4.06
4511,1.02,Good,F,SI2,59.6,64.0,3633,6.58,6.55,3.91
35140,0.39,Premium,E,VS2,61.4,58.0,889,4.68,4.73,2.89
15571,1.0,Very Good,E,VS2,62.9,59.0,6245,6.27,6.38,3.98
23769,1.65,Very Good,H,VS1,62.0,56.0,11823,7.53,7.59,4.68
18630,1.02,Premium,G,VVS2,62.2,60.0,7602,6.39,6.43,3.99
1313,0.71,Good,F,VVS2,58.2,60.0,2956,5.89,5.94,3.44
5770,1.05,Premium,G,SI2,60.1,60.0,3898,6.66,6.58,3.98
19003,1.51,Very Good,H,SI2,62.3,58.0,7823,7.29,7.25,4.53
53379,0.71,Ideal,I,SI1,61.3,56.0,2660,5.72,5.75,3.52
41942,0.28,Very Good,H,VVS1,59.9,62.0,504,4.23,4.28,2.55
755,0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
19973,1.16,Very Good,E,VS2,62.1,58.0,8520,6.63,6.7,4.14
47817,0.71,Premium,G,SI2,58.2,60.0,1902,5.91,5.88,3.43
8231,0.73,Ideal,D,VVS2,61.3,56.0,4372,5.79,5.82,3.56
27840,0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9
33665,0.6,Premium,H,I1,62.1,62.0,835,5.33,5.27,3.3
33961,0.41,Very Good,I,VVS1,63.5,58.0,845,4.7,4.75,3.0
